time,gyroX,gyroY,gyroZ,accX,accY,accZ,motor1,motor2,motor3,motor4
599,-57.80061407587224,191.46563402462618,14.606818592162568,9.7548462883181,-0.06660574514946137,-0.023342672614273127,1057,1191,1149,1011
600,-55.883099639785186,192.0340573300732,14.112000805986721,9.74254550596189,-0.05491619366433548,-0.022201569842005567,1055,1192,1149,1013
601,-53.959996940303235,192.58327738981512,13.616830220525724,9.78889093074773,0.009302736848287165,0.053649580048867655,1053,1192,1149,1014
602,-52.031498286093615,193.1132392823036,13.121319215018378,9.808482814146505,0.045653565232756696,0.005934602175842229,1052,1193,1149,1015
603,-50.097796525414985,193.623890011791,12.625480177214104,9.778224657425652,0.08831306174996269,-0.033250531497320344,1050,1193,1149,1016
604,-48.159085026831846,194.11517851362987,12.129325503062976,9.76460900844887,-0.0224641306424338,-0.10162089355008402,1048,1194,1148,1017
605,-46.215557659878456,194.5870556593795,11.632867596406006,9.831362575872264,0.015965450042834246,0.07452955998541544,1046,1194,1148,1019
606,-44.26740877567174,195.0394742617186,11.136118868664958,9.82581302924558,-0.0027353814031602507,0.07700361607741538,1044,1195,1148,1020
607,-42.314833187477014,195.47238907916383,10.639091738532246,9.79946398681777,-0.05542010745690338,-0.1183524374818574,1042,1195,1148,1021
608,-40.358026151225786,195.88575682059422,10.141798631660187,9.805252160033914,0.02845041657915027,0.03752005346268545,1040,1195,1148,1022
609,-38.39718334599101,196.27953614958017,9.644251980350555,9.697871080646554,-0.0026017060364788495,-0.0022807496355967405,1038,1196,1148,1023
610,-36.43250085441901,196.65368768851692,9.146464223243676,9.803672398550182,-0.013121158758951524,-0.03804195457871167,1036,1196,1147,1025
611,-34.464175143122056,197.00817402256232,8.648447805007638,9.780370423253402,-0.01542663184981094,-0.011454807790970706,1034,1197,1147,1026
612,-32.49240304303084,197.3429597033784,8.150215176026913,9.760882178119997,0.004922941042644488,-0.05567490427765707,1032,1197,1147,1027
613,-30.517381729712234,197.65801125267606,7.651778792091278,9.869119501396385,0.02155479200849157,-0.06596615727958688,1030,1197,1147,1028
614,-28.539308703651546,197.95329716556293,7.153151114084326,9.84837112363427,-0.030165880181051492,-0.035936716765675746,1028,1197,1147,1029
615,-26.55838177050335,198.22878791369376,6.654344607672126,9.833454396443289,-0.09682365610143776,-0.022641300828559138,1026,1198,1146,1030
616,-24.574799021310014,198.48445594822334,6.155371742991314,9.82528155564248,-0.05545485648388313,0.012145600717244494,1024,1198,1146,1032
617,-22.588758812693474,198.72027570256122,5.656244994337521,9.79292389045544,-0.051595808653444736,-0.006901244560996129,1022,1198,1146,1033
618,-20.600459747019574,198.93622359492858,5.1569768398534634,9.844304095791495,-0.005561441939390679,0.02795410616029645,1020,1198,1145,1034
619,-18.610100652537785,199.13227803071607,4.657579761216959,9.780188114830011,-0.05425922040937575,0.06124310877738015,1018,1199,1145,1035
620,-16.61788056349928,199.30841940464347,4.158066243329049,9.85744710005239,-0.03756557631130601,0.06403312360679574,1016,1199,1145,1036
621,-14.623998700252619,199.4646301027202,3.6584487740016227,9.663330822438544,-0.014949074927805714,0.014490020791099612,1014,1199,1145,1037
622,-12.628654449322555,199.60089450400667,3.15873984364539,9.755586158820531,0.011735430925047773,0.05449852298646423,1012,1199,1144,1039
623,-10.632047343471225,199.71719898217628,2.658951944957539,9.823702325305955,-0.018610452162377413,-0.009358898382942809,1010,1199,1144,1040
624,-8.634377041745736,199.81353190687807,2.159097572609596,9.794644381412445,0.017630882247182747,0.14260162574736657,1008,1199,1144,1041
625,-6.635843309511364,199.88988364489992,1.6591892229347902,9.77929446634036,0.0420738698294054,0.1018534582042707,1006,1199,1143,1042
626,-4.63664599847589,199.9462465611316,1.1592393936158276,9.7206056065814,0.061016905863076114,-0.05589268403985851,1004,1199,1143,1043
627,-2.6369850267042505,199.98261501932848,0.6592605833723569,9.874246900752816,0.002287666567963843,0.0024168597143642595,1002,1199,1143,1044
628,-0.637060358627598,199.99898538267504,0.15926529164868283,9.757375312381328,0.07784818612822933,0.09013836159014497,1000,1199,1142,1045
629,1.3629280149540353,199.99535601414863,-0.3407339816989875,9.812146682167107,0.04391339010948726,-0.012517792138611053,1001,1199,1142,1047
630,3.3627800968699426,199.97172727668305,-0.8407247367148617,9.842662466217902,0.08206133022644782,-0.029827137812354455,1003,1199,1142,1048
631,5.362295903578648,199.92810153313235,-1.3406944736561504,9.789837961424329,-0.0066072803012519115,-0.0554978492351124,1005,1199,1141,1049
632,7.361275485165383,199.8644831460345,-1.8406306933053809,9.717304353496857,-0.09843201646862035,0.009781600972924492,1007,1199,1141,1050
633,9.359518945337978,199.78087847717524,-2.3405208972831453,9.815051972722213,0.023013926071725387,0.0315230942123881,1009,1199,1140,1051
634,11.356826461415611,199.67729588695178,-2.840352588360379,9.787718333010556,-0.07237580268661979,-0.12427248354662433,1011,1199,1140,1052
635,13.35299830431127,199.5537457335368,-3.3401132707708827,9.82251923485801,-0.04177127309425602,0.02772519760792205,1013,1199,1139,1053
636,15.347834858503784,199.41024037184272,-3.839790450523538,9.925409750769278,-0.008180507892520854,0.07264747442002911,1015,1199,1139,1055
637,17.341136642000265,199.2467941522861,-4.339371635714919,9.818798145084513,0.010117581441563939,-0.05835167042515687,1017,1199,1139,1056
638,19.332704326283448,199.06342341935266,-4.838844336841414,9.7894292695153,-0.023309904394300092,-0.06932167185914935,1019,1199,1138,1057
639,21.32233875624471,198.86014650996293,-5.338196067111557,9.779447689534148,0.012704805675172185,0.039062035520472875,1021,1198,1138,1058
640,23.309840970098726,198.6369837516385,-5.8374143427580085,9.788823059210214,0.12206979016392726,0.0343868375068003,1023,1198,1137,1059
641,25.295012219280537,198.3939574604691,-6.336486683349922,9.814310102961988,-0.039054707548613544,-0.016838417781947643,1025,1198,1137,1060
642,27.27765398831953,198.13109193888147,-6.8354006121047775,9.924370444230286,-0.021021949103437344,-0.034479238434894206,1027,1198,1136,1061
643,29.257568014690992,197.84841347320864,-7.334143656200341,9.792601561884874,0.05735323161155473,0.07213717803146925,1029,1197,1136,1062
644,31.234556308642386,197.54595033106156,-7.83270334708653,9.766055426227782,-0.024503588825386044,0.07586241429738849,1031,1197,1135,1063
645,33.20842117299145,197.22373275850248,-8.33106722079695,9.798633730249906,0.07069360695634179,-0.0440953784324394,1033,1197,1135,1064
646,35.1789652228968,196.88179297702013,-8.82922281826076,9.737252409840549,0.010828296081620576,-0.03485271411837037,1035,1196,1134,1066
647,37.14599140559558,196.52016518030769,-9.327157685613969,9.827798716820686,0.0521695571257722,0.0854814586218231,1037,1196,1134,1067
648,39.109303020108854,196.13888553084345,-9.824859374510869,9.752566793211459,0.0810483108925628,0.0872498194197788,1039,1196,1133,1068
649,41.068703736910926,195.73799215627466,-10.322315442435073,9.822792956295123,0.04442341481513507,0.05403916140088682,1041,1195,1133,1069
650,43.02399761756311,195.31752514560472,-10.819513453010838,9.729364623547507,-0.06806238616133248,-0.01222530656792137,1043,1195,1132,1070
651,44.974989134306746,194.87752654518425,-11.316440976313794,9.756417384653911,-0.006155609773917645,0.01583090233106245,1044,1194,1131,1071
652,46.92148318961616,194.41804035450664,-11.813085589181782,9.822038208678197,-0.02825729090604825,-0.07880532152056191,1046,1194,1131,1072
653,48.86328513570755,193.9391125218081,-12.309434875525262,9.81005508548696,0.013520810774107484,-0.04689259711738144,1048,1193,1130,1073
654,50.800200794004645,193.4407909394728,-12.805476426637968,9.828530777613176,0.0019767939735008335,-0.07077299056268711,1050,1193,1130,1074
655,52.732036474555684,192.92312543924365,-13.301197841506962,9.825455314736885,0.006571394854811012,-0.028680362848785536,1052,1192,1129,1075
656,54.65859899540266,192.38616778723926,-13.796586727122731,9.805812642393926,0.04208183448038727,0.005141208879311806,1054,1192,1128,1076
657,56.5796957018986,191.82997167877747,-14.291630698788849,9.787211664538225,0.08376637447706868,-0.06712969250006388,1056,1191,1128,1077
658,58.495134485973956,191.25459273300558,-14.786317380431854,9.775451537144589,0.0033968194960802816,-0.024312534200000985,1058,1191,1127,1078
659,60.404723805346485,190.6600884873387,-15.280634404910467,9.904858486692692,0.008113964173968367,0.05432588525582238,1060,1190,1127,1079
660,62.30827270267575,190.0465183917059,-15.77456941432487,9.754553925911837,-0.002014970795588399,0.007341299233336227,1062,1190,1126,1080
661,64.20559082465796,189.41394380260553,-16.26811006032546,9.896392812325097,-0.00769260392062173,0.02853248998878899,1064,1189,1125,1081
662,66.09648844106219,188.76242797696935,-16.761244004421837,9.801694307174628,0.06422856879002724,-0.05810079471227653,1066,1188,1125,1082
663,67.98077646370255,188.09203606583694,-17.253958918291083,9.874557130761179,0.034801878700527165,0.010921620536309542,1067,1188,1124,1083
664,69.85826646534716,187.40283510784076,-17.74624248408606,9.753778104265391,0.04026013904792329,-0.011267352589792253,1069,1187,1123,1084
665,71.72877069856008,186.69489402250235,-18.238082394743177,9.760500586511318,-0.02715508390541342,-0.004588234146079522,1071,1186,1123,1085
666,73.59210211447694,185.96828360334027,-18.729466354290324,9.999572285228378,0.003350941596680806,0.03518558469367929,1073,1185,1122,1086
667,75.44807438150889,185.2230765107909,-19.220382078154103,9.922658079404645,-0.055882152468649395,0.05240339536328629,1075,1185,1121,1087
668,77.29650190397588,184.4593472649425,-19.710817293466988,9.84526766553548,-0.012640750735420323,0.06113589029598274,1077,1184,1121,1088
669,79.13719984066616,183.67717223808313,-20.20075973937419,9.785580488890107,0.01153382175698558,0.01999987747520842,1079,1183,1120,1089
670,80.96998412331968,182.87662964706385,-20.69019716733998,9.803832481131248,0.053070501292788425,-0.004924711376140679,1080,1182,1119,1090
671,82.79467147503561,182.0577995454765,-21.1791173414542,9.788819257356028,0.12382335886320679,0.026891350939363484,1082,1182,1118,1091
672,84.61107942859937,181.220763815649,-21.667508038737967,9.762544113444438,-0.024426881021849076,-0.06321288625724925,1084,1181,1118,1092
673,86.41902634472943,180.36560616045662,-22.15535704944932,9.826019859398452,0.06752846191723946,0.03883914990614028,1086,1180,1117,1093
674,88.21833143024047,179.49241209495247,-22.64265217738832,9.801516800840524,0.01859037121077707,0.01436673475329185,1088,1179,1116,1094
675,90.00881475612353,178.6012689378153,-23.12938124020219,9.760612467550708,-0.12301271988181257,0.04489583353034757,1090,1178,1115,1095
676,91.79029727553805,177.69226580261827,-23.615532069689703,9.733773614950682,-0.018651710227331666,0.03932732087849634,1091,1177,1115,1096
677,93.56260084171684,176.76549358891725,-24.101092512105495,9.826386956647918,0.006982671708468953,0.08983751102063482,1093,1176,1114,1097
678,95.3255482257799,175.82104497316155,-24.586050428463707,9.812037503710924,0.06200854540115946,0.06429209118826151,1095,1175,1113,1097
679,97.07896313445805,174.8590143994256,-25.07039369484173,9.814253846104448,-0.07737999745578555,-0.04870842832063234,1097,1174,1112,1098
680,98.82267022772163,173.87949806996502,-25.554110202683127,9.699829229491607,0.08327617499149265,0.11402973043234682,1098,1173,1112,1099
681,100.55649513631452,172.88259393559647,-26.037187859100445,9.826584321428221,0.00560023214152462,-0.026389831888304457,1100,1172,1111,1100
682,102.28026447919045,171.8684016859028,-26.519614587177344,9.76477270013557,0.0633927881806286,0.10800868843488505,1102,1171,1110,1101
683,103.99380588085174,170.83702273926374,-27.001378326270792,9.887909327728325,-0.06130118035127674,-0.06376667862214723,1103,1170,1109,1102
684,105.69694798858613,169.78856023271447,-27.482467032312407,9.854348205499846,-0.057013985359978085,-0.036954789991144224,1105,1169,1108,1103
685,107.38952048960233,168.7231190116318,-27.962868678109633,9.917725829537382,-0.13288715326020087,-0.0685112808830705,1107,1168,1107,1104
686,109.07135412806039,167.64080561925024,-28.44257125364626,9.730843537606193,-0.029497872696145296,0.022052373072693247,1109,1167,1107,1105
687,110.74228072199813,166.54172828600693,-28.921562766382923,9.82055948675701,0.04346929407137065,0.03982201634000564,1110,1166,1106,1105
688,112.4021331801486,165.42599691871933,-29.399831241556768,9.795596011890652,0.04616581412850886,-0.02139671167227565,1112,1165,1105,1106
689,114.05074551864934,164.29372308959432,-29.87736472248085,9.861163283282295,-0.10437352248593866,-0.0014511664539239375,1114,1164,1104,1107
690,115.68795287764002,163.14502002507137,-30.354151270842937,9.83516309587121,0.005113601606709938,-0.004525243822350349,1115,1163,1103,1108
691,117.31359153774925,161.98000259449972,-30.8301789670042,9.753553867928476,-0.011183429416143906,0.003536095608673367,1117,1161,1102,1109
692,118.9274989364657,160.79878729865143,-31.305435910297025,9.758764766669513,0.039765423863213356,-0.02312434076292014,1118,1160,1101,1110
693,120.52951368439444,159.6014922580719,-31.77991021932258,9.841122405327239,-0.0010146558304729792,0.02010541629478701,1120,1159,1101,1110
694,122.1194755813958,158.3882372012672,-32.2535900322479,9.818129655948017,0.08369134425670982,0.023870138685803854,1122,1158,1100,1111
695,123.69722563260477,157.15914345273222,-32.72646350710225,9.826486130604218,-0.01512616957379076,-0.07810577639370514,1123,1157,1099,1112
696,125.26260606433117,155.91433392081754,-33.19851882207342,9.788059807212518,0.010849962741490731,-0.07948558955166019,1125,1155,1098,1113
697,126.81546033983628,154.65393308543892,-33.66974417580312,9.852472558042862,-0.06894706917750938,0.03491304517562611,1126,1154,1097,1114
698,128.35563317498674,153.37806698562952,-34.140127787682104,9.853075960728683,-0.11256520983559969,0.02821148558982048,1128,1153,1096,1114
699,129.88297055378223,152.08686320693624,-34.609657898144484,9.75446054718384,0.030303479034188452,0.0011649694933867256,1129,1152,1095,1115
700,131.3973197437578,150.78045086866095,-35.07832276896199,9.813479555703614,-0.03544321253327288,0.04349314421173031,1131,1150,1094,1116
701,132.8985293112564,149.45896061094874,-35.54611068353727,9.87123381081348,0.04679324416556895,0.06946129561574166,1132,1149,1093,1117
702,134.38644913657242,148.12252458172404,-36.01300994719686,9.767089708756025,0.10422307851224613,-0.029167165422912197,1134,1148,1092,1117
703,135.86093042896297,146.77127642347628,-36.4790088874834,9.760734426181022,0.06652745020395259,0.013203585528934865,1135,1146,1091,1118
704,137.3218257415277,145.4053512598952,-36.94409585444771,9.844722638546942,-0.042036667792146674,-0.02628200178011409,1137,1145,1090,1119
705,138.76898898595275,144.02488568235884,-37.408259220939826,9.820063185375746,0.06480313970069215,0.03702735154593499,1138,1144,1089,1120
706,140.20227544711977,142.63001773627445,-37.8714873828998,9.816840243088805,-0.0702949847848299,-0.03180245923470059,1140,1142,1088,1120
707,141.62154179757678,141.22088690727452,-38.33376875964764,9.782733316492745,-0.018487662417268427,-0.027574827143808368,1141,1141,1088,1121
708,143.0266461118716,139.79763410726753,-38.79509179417304,9.767754787952075,0.00394818331976886,0.07364783955182068,1143,1139,1087,1122
709,144.41744788074368,138.3604016603475,-39.25544495342415,9.794418378466347,-0.03683253491174553,0.07304098943374301,1144,1138,1086,1122
710,145.7938080251753,136.90933328856119,-39.71481672859603,9.876073466996454,0.014213772319224247,-0.07872595257270455,1145,1136,1085,1123
711,147.15558891029875,135.44457409753693,-40.17319563541812,9.688939704732038,-0.032684119478545236,-0.05195196100896224,1147,1135,1084,1124
712,148.5026543591604,133.96627056197298,-40.63057021444168,9.800679280602486,0.06466586336756187,-0.06635813238229925,1148,1133,1083,1124
713,149.8348696663379,132.47457051099104,-41.08692903132605,9.823824608033437,0.06884515362898062,-0.02895597328535189,1149,1132,1082,1125
714,151.15210161141087,130.96962311335298,-41.54226067712463,9.77712602488475,0.002738039588617594,-0.01380256802697775,1151,1130,1081,1126
715,152.45421847228226,129.4515788625447,-41.996553768569896,9.820852254730946,-0.006009137892144339,-0.03960165764196622,1152,1129,1080,1126
716,153.7410900383512,127.92058956172613,-42.44979694835826,9.864718613930801,-0.08420943786281314,0.07356251193422332,1153,1127,1079,1127
717,155.01258762353342,126.37680830855153,-42.90197888543384,9.765298039574128,0.06139894691416478,0.03304706692010486,1155,1126,1078,1128
718,156.26858407913002,124.82038947985971,-43.35308827527177,9.722882199276231,0.08530837842752403,0.05145212194480273,1156,1124,1077,1128
719,157.50895380654222,123.25148871623644,-43.803113840160826,9.849664424090301,0.04018437300011682,-0.07176928134675555,1157,1123,1075,1129
720,158.73357276983066,121.67026290645089,-44.252044329485244,9.72127646892813,-0.0044683668364680915,-0.01324929646045181,1158,1121,1074,1129
721,159.94231850811966,120.07687017176625,-44.69986852000622,9.844914595064381,0.08561998312922173,-0.030959447770966153,1159,1120,1073,1130
722,161.13507014784267,118.47146985012817,-45.14657521614232,9.877020168980271,0.014876934222079183,-0.030201205869011833,1161,1118,1072,1131
723,162.31170841482978,116.85422248023083,-45.592153250249424,9.7837392268532,-0.053506478224742055,0.035506467681508995,1162,1116,1071,1131
724,163.4721156462346,115.22528978546379,-46.03659148289983,9.830928038720158,0.007307363922731874,-0.01900926656599537,1163,1115,1070,1132
725,164.61617580230111,113.58483465773897,-46.479878803160894,9.773277660260161,0.08669745858780907,0.009546350960876096,1164,1113,1069,1132
726,165.7437744779671,111.93302114120208,-46.92200412887271,9.79764645577022,-0.027955028912346108,-0.03231288612116127,1165,1111,1068,1133
727,166.8547989143047,110.27001441582813,-47.36295640692519,9.796996404967654,0.006737019837606846,-0.00011511635910752459,1166,1110,1067,1133
728,167.94913800979597,108.59598078090411,-47.80272461353429,9.871259893801179,0.1075917271719539,-0.01068408169299714,1167,1108,1066,1134
729,169.02668233144345,106.91108763839836,-48.24129775451776,9.87746205889441,-0.024511371759608266,-0.03147410663856506,1169,1106,1065,1134
730,170.08732412571288,105.21550347622106,-48.678664865569935,9.844051308829037,0.08684433704449446,0.01949798871065893,1170,1105,1064,1135
731,171.13095732930879,103.50939785137527,-49.11481501253586,9.74343376737633,0.04944344672675012,-0.04940519208219733,1171,1103,1063,1136
732,172.15747757978033,101.79294137300204,-49.549737291684494,9.74183060386695,0.09364186806209289,0.05848879313003574,1172,1101,1062,1136
733,173.16678222595797,100.06630568531867,-49.98342082998154,9.785487872147218,-0.01130978476358094,0.04174892752279874,1173,1100,1061,1137
734,174.1587703382182,98.32966345045509,-50.41585478536115,9.757327594829235,-0.022896995652571986,-0.05803607478172418,1174,1098,1059,1137
735,175.13334271857653,96.58318833118742,-50.84702834699698,9.825708946635036,-0.028271419339242772,0.01168665687891187,1175,1096,1058,1137
736,176.09040191060686,94.82705497357249,-51.27693073557238,9.732478006546065,-0.04704650116805933,0.04327531556226155,1176,1094,1057,1138
737,177.02985220918762,93.0614389894825,-51.70555120355006,9.763270254563123,-0.12626104233394025,-0.08172526391877433,1177,1093,1056,1138
738,177.95159967007191,91.2865169390445,-52.13287903544065,9.849725724405742,-0.008435054493944556,-0.08022044721588786,1177,1091,1055,1139
739,178.85555211928173,89.50246631298428,-52.55890354807063,9.800748287745034,-0.09367802385642414,-0.06094930744845606,1178,1089,1054,1139
740,179.74161916232535,87.70946551487808,-52.98361409084933,9.824834872779109,0.029801546518407565,0.005084844897874878,1179,1087,1053,1140
741,180.60971219323693,85.90769384331134,-53.407000046035314,9.75787332482012,-0.003432756123152677,-0.06876881103103437,1180,1085,1052,1140
742,181.4597444034368,84.0973314739498,-53.82905082900176,9.766851095322107,-0.012572427800105696,0.034897161773086036,1181,1084,1051,1141
743,182.29163079041223,82.27855944152172,-54.24975588850107,9.749977991352408,0.09146784885252812,0.030253403201135343,1182,1082,1049,1141
744,183.1052881662179,80.45155962171458,-54.66910470692872,9.784174620641858,-0.008385608652780796,-0.07695056047301857,1183,1080,1048,1141
745,183.9006351657941,78.61651471298816,-55.08708680058599,9.750946821501902,-0.01141110816293785,-0.0621721523867129,1183,1078,1047,1142
746,184.67759225510378,76.77360821830399,-55.503691719942374,9.850020060082366,0.07766085773898013,-0.02491894575176812,1184,1076,1046,1142
747,185.43608173908538,74.92302442677578,-55.91890904989657,9.745693573568355,-0.04999788212507155,0.0067905626682289895,1185,1074,1045,1142
748,186.17602776942272,73.06494839524039,-56.33272841003701,9.827552741376824,-0.07468868748057839,0.051851470489140655,1186,1073,1044,1143
749,186.8973563521292,71.19956592975288,-56.745139454901135,9.760734651749376,0.009451999490732492,-0.005417746048730461,1186,1071,1043,1143
750,187.5999953549478,69.32706356700518,-57.156131874234376,9.851501843429473,0.08576349984282225,0.006836982527313508,1187,1069,1041,1144
751,188.28387451456365,67.44762855567312,-57.56569539324763,9.84198076284875,0.014229991846882076,-0.0031571844795623876,1188,1067,1040,1144
752,188.94892544363083,65.56144883769151,-57.9738197728743,9.907200889631207,-0.01452442338001962,-0.04028687361732232,1188,1065,1039,1144
753,189.5950816376105,63.668713029460655,-58.380494810026086,9.89864700127628,-0.07707448847964782,0.060268246049139856,1189,1063,1038,1144
754,190.22227848142182,61.76961040298394,-58.78571033784827,9.79081913990904,-0.08766146951191708,0.02598930729929416,1190,1061,1037,1145
755,190.83045325590297,59.86433086694143,-59.18945622597376,9.637199510083095,0.13782464234434227,-5.367239808278163e-05,1190,1059,1036,1145
756,191.4195451440835,57.95306494769883,-59.59172238077641,9.775602521657774,0.0022314611961386684,0.09997127470390915,1191,1057,1034,1145
757,191.98949523726526,56.03600377025568,-59.992498745623244,9.767143212279773,0.0051901274283742286,-0.003925687787201237,1191,1056,1033,1146
758,192.54024654091407,54.113339039132036,-60.391775301126046,9.764205963084882,-0.048247570476730534,0.024579255358020247,1192,1054,1032,1146
759,193.0717439803584,52.18526301919877,-60.78954206539172,9.838564602101181,0.046276204180525214,-0.06980008807497932,1193,1052,1031,1146
760,193.58393440629732,50.25196851645099,-61.185789094271925,9.754129043056679,0.050171807424272366,0.004557798123841206,1193,1050,1030,1146
761,194.07676660011504,48.31364885872823,-61.580506481611486,9.789429500393355,-0.03428952750247617,0.01326830978193868,1194,1048,1029,1147
762,194.5501912790028,46.37049787638083,-61.97368435949632,9.774023263363834,-0.02917521312663759,-0.007708569053959233,1194,1046,1027,1147
763,195.00416110088727,44.42270988288776,-62.36531289849996,9.7471564062015,0.0480118624265713,-0.0054921892515127834,1195,1044,1026,1147
764,195.43863066916464,42.470479655425024,-62.75538230792937,9.801942076404096,0.0022918046018340597,-0.09506967491879276,1195,1042,1025,1147
765,195.85355653724002,40.51400241538887,-63.143882836069544,9.876275552229917,-0.0353841804465409,-0.05152944901933335,1195,1040,1024,1148
766,196.2488972128724,38.55347380887274,-63.530804770427565,9.796005761088443,-0.0807507303361727,0.04796305293379759,1196,1038,1023,1148
767,196.62461316232378,36.58908988710349,-63.91613843797521,9.82788212943308,-0.020965143638659464,0.056730182293967674,1196,1036,1021,1148
768,196.98066681431217,34.621047086836356,-64.29987420539088,9.755849935448536,-0.0184951477246418,0.05091578819329843,1196,1034,1020,1148
769,197.31702256376917,32.64954221071113,-64.6820024793004,9.815222067826202,0.03572732472437531,0.0012733241462817956,1197,1032,1019,1148
770,197.63364677540008,30.67477240757287,-65.06251370651674,9.838268906746944,-0.028135178201781148,-0.053311925343724344,1197,1030,1018,1148
771,197.9305077870476,28.69693515275608,-65.44139837427909,9.871291996135401,0.013465895564399526,-0.010258255751014952,1197,1028,1017,1149
772,198.20757591285795,26.71622822833805,-65.81864701049048,9.837078138945136,0.013938967293116231,-0.007109739327240881,1198,1026,1016,1149
773,198.46482344624948,24.732849703360458,-66.19425018395472,9.915369002728978,-0.06304391915659872,0.04503881865240852,1198,1024,1014,1149
774,198.70222466268316,22.746997914023343,-66.56819850461191,9.771994497248631,-0.0061975477632007815,0.009482086751608255,1198,1022,1013,1149
775,198.9197558222352,20.758871443850595,-66.9404826237736,9.839098766660983,-0.02654848640159362,0.07614613442154343,1198,1020,1012,1149
776,199.11739517197094,18.768669103832465,-67.31109323435616,9.855433106801032,0.0420514159971456,0.0662499365389643,1199,1018,1011,1149
777,199.2951229481201,16.776589912544278,-67.6800210711137,9.804101569748525,0.03804226096091256,-0.018611786694144008,1199,1016,1010,1149
778,199.45292137805316,14.78283307624546,-68.04725691086941,9.6956737451593,0.047204900236467146,-0.06950672409867764,1199,1014,1008,1149
779,199.59077468205865,12.787597968958005,-68.41279157274647,9.784843194548545,-0.010190337705062676,-0.08133815752230233,1199,1012,1007,1149
780,199.70866907492103,10.79108411252995,-68.77661591839738,9.806318423427308,-0.03376617662160027,-0.019773185896793263,1199,1010,1006,1149
781,199.8065927672992,8.793491156683004,-69.13872085223247,9.919357927516259,0.05664850360259982,0.048102460738403505,1199,1008,1005,1149
782,199.88453596690562,6.7950188590484535,-69.4990973216472,9.818080112561182,0.07320279786384581,0.012957866438835947,1199,1006,1004,1149
783,199.94249087948523,4.795867065190493,-69.85773631724864,9.84522662341633,0.023932571603854175,0.07908824617873475,1199,1004,1002,1149
784,199.98045170959506,2.7962356886225574,-70.21462887308056,9.825040490857901,-0.01197085083914013,-0.05614773653668797,1199,1002,1001,1149
785,199.99841466118374,0.7963246908157702,-70.56976606684768,9.842625262345075,-0.06765471939411268,0.0822420971639254,1199,1000,1000,1149
786,199.99637793797112,-1.2036659387963193,-70.92313902013862,9.893838878165628,0.03118587860933373,0.05029192883459654,1199,1001,1000,1149
787,199.9743417436278,-3.2035362028175816,-71.27473889864795,9.801541336971345,-0.07666418242538138,-0.10264542912901818,1199,1003,1001,1149
788,199.93230828175487,-5.203086115888166,-71.62455691239707,9.72333137169,0.015814163350278104,0.017342819280696906,1199,1005,1003,1149
789,199.87028175566343,-7.202115724683229,-71.97258431595382,9.716974757996327,-0.015947218480378028,-0.048807936133128095,1199,1007,1004,1149
790,199.78826836795446,-9.20042512790739,-72.31881240865123,9.787517341438068,0.01311632385822183,0.01776765348196564,1199,1009,1005,1149
791,199.6862763198983,-11.197814496285757,-72.663232534805,9.91702456349546,0.11241666855192714,0.03272893315412826,1199,1011,1006,1149
792,199.5643158106149,-13.194084092545975,-73.00583608392996,9.797738306314612,0.04986302738335385,-0.018108956514324388,1199,1013,1007,1149
793,199.4223990360534,-15.189034291392147,-73.34661449095525,9.779849825147716,0.08953814492077676,-0.0077280692810882574,1199,1015,1009,1149
794,199.2605401877731,-17.182465599466493,-73.68555923643835,9.839445531385795,-0.07356170416862227,-0.038128544401322365,1199,1017,1010,1149
795,199.07875545152396,-19.174178675299565,-74.02266184677832,9.850188238639014,0.004983261583714851,-0.07248750220265997,1199,1019,1011,1149
796,198.87706300562806,-21.163974349243535,-74.35791389442747,9.82911716113552,0.06742593416584573,0.10975434164223603,1198,1021,1012,1149
797,198.65548301916192,-23.151653643389167,-74.69130699810206,9.850793359109142,-0.00766172054192688,-0.012116737585035994,1198,1023,1013,1149
798,198.41403764993956,-25.137017791463617,-75.02283282299192,9.737575500484054,0.005820320534481249,-0.11023502608657543,1198,1025,1015,1149
799,198.1527510422967,-27.11986825870619,-75.35248308096858,9.78811582963378,-0.007994914441959183,-0.003824474506882131,1198,1027,1016,1149
800,197.87164932467633,-29.100006761722707,-75.68024953079285,9.847533337224721,0.06294539259477534,0.00571528765819653,1197,1029,1017,1148
801,197.570760607016,-31.077235288312977,-76.00612397832049,9.806936298090887,-0.03637001401010123,-0.08012672566331172,1197,1031,1018,1148
802,197.25011497793673,-33.05135611727202,-76.33009827670735,9.783762298214484,0.01833828555997345,0.03742668007074273,1197,1033,1019,1148
803,196.90974450173422,-35.02217183816205,-76.6521643266128,9.743169067942398,-0.036475969383778305,-0.02043765047192527,1196,1035,1021,1148
804,196.54968321517237,-36.98948537105366,-76.97231407640245,9.8783760098545,-0.013010981454257109,0.02155723850481681,1196,1036,1022,1148
805,196.16996712407993,-38.953099986232274,-77.29053952234909,9.886693690525588,0.062021654897850734,-0.09509476827789877,1196,1038,1023,1148
806,195.77063419974948,-40.91281932387309,-77.60683270883324,9.80009623124916,0.05171455849894511,0.021182279327692566,1195,1040,1024,1147
807,195.35172437514072,-42.868447413675405,-77.92118572854167,9.816838726413007,-0.055556220115034485,-0.04638864447168933,1195,1042,1025,1147
808,194.91327954088703,-44.81978869445994,-78.2335907226653,9.776872597568595,-0.004360004173407984,0.058350095463150765,1194,1044,1026,1147
